word,pos,level,url,uk_audio,us_audio,definition,origin
if only…,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/if_1#if_sng_16,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/if_/if__g/if__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/if_/if__u/if__us_1.mp3,"used to say that one thing can, will or might happen or be true, depending on another thing happening or being true","Old Englishgif, of Germanic origin; related to Dutchofand Germanob."
important for sb/sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/important#important_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/imp/impor/important__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/imp/impor/important__us_1.mp3,having a great effect on people or things; of great value,"late Middle English: from medieval Latinimportant-‘being of consequence’, from the verbimportare‘bring in’ (in medieval Latin ‘imply, mean, be of consequence’), fromin-‘in’ +portare‘carry’."
high street,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/high-street#highstreet_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hig/high_/high_street_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hig/high_/high_street_1_us_1.mp3,"the main street of a town, where most shops, banks, etc. are",N/A
have sb/sth in mind,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/mind_1#mind_sng_18,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/min/mind_/mind__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/min/mind_/mind__us_1.mp3,"the part of a person that makes them able to be aware of things, to think and to feel","Old Englishgemynd‘memory, thought’, of Germanic origin, from an Indo-European root meaning ‘revolve in the mind, think’, shared by Sanskritmanasand Latinmens‘mind’."
I don't care,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/care_2#care_sng_12,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/car/care_/care__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/car/care_/care__us_1.mp3,to feel that something is important and worth worrying about,"Old Englishcaru(noun),carian(verb), of Germanic origin; related to Old High Germanchara‘grief, lament’,charon‘grieve’, and Old Norsekǫr‘sickbed’."
I wonder if…,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/wonder_1#wonder_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/won/wonde/wonder__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/w/won/wonde/wonder__us_2.mp3,"to think about something and try to decide what is true, what will happen, what you should do, etc.","Old Englishwundor(noun),wundrian(verb), of Germanic origin; related to Dutchwonderand GermanWunder, of unknown ultimate origin."
I mean,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/mean_1#mean_sng_8,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mea/mean_/mean__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mea/mean_/mean__us_1.mp3,to have something as a meaning in the same or another language,"verbOld Englishmænan, of West Germanic origin; related to Dutchmeenenand Germanmeinen, from an Indo-European root shared bymind."
I'm afraid…,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/afraid#afraid_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/afr/afrai/afraid__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/afr/afrai/afraid__us_2.mp3,feeling fear; frightened because you think that you might be hurt or suffer,"Middle English: past participle of the obsolete verbaffray, from Anglo-Norman Frenchafrayer‘disturb, startle’, based on an element of Germanic origin related to Old Englishfrithu‘peace, safety’."
How long…?,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/long_1#long_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lon/long_/long__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lon/long_/long__us_8.mp3,"measuring or covering a great length or distance, or a greater length or distance than usual","adjectiveOld Englishlang,long(adjective),lange,longe(adverb), of Germanic origin; related to Dutch and Germanlang."
I guess,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/guess_1#guess_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/g/gue/guess/guess__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/g/gue/guess/guess__us_1.mp3,to try and give an answer or make a judgement about something without being sure of all the facts,"Middle English: origin uncertain; perhaps from Dutchgissen, and probably related toget."
good thing,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/thing#thing_sng_45,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/thing/thing__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/t/thi/thing/thing__us_1.mp3,"an object whose name you do not use because you do not need to or want to, or because you do not know it","Old English, of Germanic origin; related to GermanDing. Early senses included ‘meeting’ and ‘matter, concern’ as well as ‘inanimate object’."
in a position to do sth,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/position_1#position_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pos/posit/position__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pos/posit/position__us_2.mp3,the place where somebody/something is located,"late Middle English: from Old French, from Latinpositio(n-), fromponere‘to place’. The current sense of the verb dates from the early 19th cent."
If I were you,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/if_1#if_sng_12,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/if_/if__g/if__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/if_/if__u/if__us_1.mp3,"used to say that one thing can, will or might happen or be true, depending on another thing happening or being true","Old Englishgif, of Germanic origin; related to Dutchofand Germanob."
How are you?,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/how#how_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/how/how__/how__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/how/how__/how__us_1.mp3,in what way or manner,"Old Englishhū, of West Germanic origin; related to Dutchhoe, also towhoandwhat."
hard work,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/work_2#work_sng_44,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wor/work_/work__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/w/wor/work_/work__us_1.mp3,the job that a person does especially in order to earn money,"Old Englishweorc(noun),wyrcan(verb), of Germanic origin; related to Dutchwerkand GermanWerk, from an Indo-European root shared by Greekergon."
heart disease,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/heart_1#heart_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hea/heart/heart__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hea/heart/heart__us_1.mp3,"the organ in the chest that sends blood around the body, usually on the left in humans","Old Englishheorte, of Germanic origin; related to Dutchhartand GermanHerz, from an Indo-European root shared by Latincor,cord-and Greekkēr,kardia."
in accordance with sth,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/accordance#accordance_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acc/accor/accordance__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acc/accor/accordance__us_1.mp3,according to a rule or the way that somebody says that something should be done,"Middle English: from Old Frenchacordance, fromacorder‘bring to an agreement’, from Latinad-‘to’ +cor,cord-‘heart’; influenced byconcord."
in any case,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/case_1#case_sng_17,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cas/case_/case__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cas/case_/case__us_1.mp3,a particular situation or a situation of a particular type,"nounsenses 1 to 6 andnounsenses 9 to 11 Middle English: from Old Frenchcas, from Latincasus‘fall’, related tocadere‘to fall’; in sense (11) directly from Latin, translating Greekptōsis, literally ‘fall’.nounsenses 7 to 8 late Middle English: from Old Frenchcasse,chasse(moderncaisse‘trunk, chest’,châsse‘reliquary, frame’), from Latincapsa, related tocapere‘to hold’."
in connection with sb/sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/connection#connection_sng_8,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconn/xconnection__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xconn/xconnection__us_2.mp3,"something that connects two facts, ideas, etc.","late Middle English: from Latinconnexio(n-), fromconnectere, fromcon-‘together’ +nectere‘bind’. The spelling-ct(18th cent.) is fromconnect, on the pattern of pairs such ascollect,collection."
in addition,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/addition#addition_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/add/addit/addition__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/add/addit/addition__us_2.mp3,a thing that is added to something else,"late Middle English: from Latinadditio(n-), from the verbaddere, fromad-‘to’ + the base ofdare‘put’."
in contrast,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/contrast_1#contrast_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcont/xcontrast__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xcont/xcontrast__us_1.mp3,a difference between two or more people or things that you can see clearly when they are compared or put close together; the fact of comparing two or more things in order to show the differences between them,"late 17th cent. (as a term in fine art, in the sense ‘juxtapose so as to bring out differences in form and colour’): from Frenchcontraste(noun),contraster(verb), via Italian from medieval Latincontrastare, from Latincontra-‘against’ +stare‘stand’."
in bed,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/bed_1#bed_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bed/bed__/bed__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bed/bed__/bed__us_2.mp3,a piece of furniture for sleeping on,"Old Englishbed,bedd(noun),beddian(verb), of Germanic origin; related to Dutchbedand GermanBett."
I have to say…,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/say_1#say_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/say/say__/say__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/say/say__/say__us_1.mp3,"to speak or tell somebody something, using words","Old Englishsecgan, of Germanic origin; related to Dutchzeggenand Germansagen."
I would say…,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/would#would_sng_10,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wou/would/would__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/w/wou/would/would__us_8_rr.mp3,used in polite offers or invitations,"Old Englishwolde, past ofwyllan, of Germanic origin."
in action,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/action_1#action_sng_11,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actio/action__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/actio/action__us_2.mp3,the process of doing something in order to make something happen or to deal with a situation,"late Middle English: via Old French from Latinactio(n-), fromagere‘do, act’."
in charge of sb/sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/charge_1#charge_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cha/charg/charge__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cha/charg/charge__us_1.mp3,the amount of money that somebody asks for goods and services,"Middle English (in the general senses ‘to load’ and ‘a load’), from Old Frenchcharger(verb),charge(noun), from late Latincarricare,carcare‘to load’, from Latincarrus‘wheeled vehicle’."
in an attempt to do sth,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/attempt_1#attempt_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/att/attem/attempt__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/att/attem/attempt__us_1.mp3,"an act of trying to do something, especially something difficult, often with no success","late Middle English: from Old Frenchattempter, from Latinattemptare, fromad-‘to’ +temptare‘to tempt’."
in business,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/business#business_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bus/busin/business__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bus/busin/business__us_4.mp3,"the activity of making, buying, selling or supplying goods or services for money","Old Englishbisignis‘anxiety’ (seebusy,-ness); the sense ‘state of being busy’ was used from Middle English down to the 18th cent., but is now differentiated asbusyness. The use ‘appointed task’ dates from late Middle English, and from it all the other current senses have developed."
in advance,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/advance_1#advance_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adv/advan/advance__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/adv/advan/advance__us_1.mp3,progress or a development in a particular activity or area of understanding,"Middle English: from Old Frenchavance(noun),avancer(verb), from late Latinabante‘in front’, fromab‘from’ +ante‘before’. The initiala-was mistakenly assimilated toad-in the 16th cent."
in conjunction with sb/sth,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/conjunction#conjunction_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconj/xconjunction__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/x/xco/xconj/xconjunction__us_1.mp3,"a word that joins words, phrases or sentences, for example ‘and’, ‘but’, ‘or’ or ‘because’","late Middle English: via Old French from Latinconjunctio(n-), from the verbconjungere, fromcon-‘together’ +jungere‘to join’."
in April,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/april#april_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/apr/april/april_1_gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/apr/april/april__us_1.mp3,"the fourth month of the year, between March and May","Old English, from LatinAprilis."
in danger,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/danger#danger_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dan/dange/danger__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dan/dange/danger__us_1.mp3,"the possibility of something happening that will injure, harm or kill somebody, or damage or destroy something","Middle English (in the sense ‘jurisdiction or power’, specifically ‘power to harm’): from Old Frenchdangier, based on Latindominus‘lord’."
if you want to,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/want_1#want_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wan/want_/want__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/w/wan/want_/want__us_1_rr.mp3,to have a desire or a wish for something/somebody,"Middle English: the noun from Old Norsevant, neuter ofvanr‘lacking’; the verb from Old Norsevanta‘be lacking’. The original notion of “lack” was early extended to “need” and from this developed the sense ‘desire’."
in class,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/class_1#class_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cla/class/class__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cla/class/class__us_1.mp3,a group of students who are taught together,"mid 16th cent. (in sense (1)): from Latinclassis‘a division of the Roman people, a grade, or a class of pupils’."
I'm sorry,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/sorry_1#sorry_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sor/sorry/sorry__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sor/sorry/sorry__us_1_rr.mp3,feeling sad and ashamed about something that has been done,"Old Englishsārig‘pained, distressed’, of West Germanic origin, from the base of the nounsore. The shortening of the root vowel has given the word an apparent connection with the unrelatedsorrow."
in case…,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/case_1#case_sng_18,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cas/case_/case__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cas/case_/case__us_1.mp3,a particular situation or a situation of a particular type,"nounsenses 1 to 6 andnounsenses 9 to 11 Middle English: from Old Frenchcas, from Latincasus‘fall’, related tocadere‘to fall’; in sense (11) directly from Latin, translating Greekptōsis, literally ‘fall’.nounsenses 7 to 8 late Middle English: from Old Frenchcasse,chasse(moderncaisse‘trunk, chest’,châsse‘reliquary, frame’), from Latincapsa, related tocapere‘to hold’."
I think so,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/think_1#think_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/thi/think/think__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/t/thi/think/think__us_1.mp3,to have a particular idea or opinion about something/somebody; to believe something,"Old Englishthencan, of Germanic origin; related to Dutch and Germandenken."
in general,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/general_1#general_sng_8,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/g/gen/gener/general__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/g/gen/gener/general__us_2_rr.mp3,"affecting all or most people, places or things","Middle English: via Old French from Latingeneralis, fromgenus,gener-‘class, race, kind’. The noun primarily denotes a person having overall authority: the sense ‘army commander’ is an abbreviation ofcaptain general, from Frenchcapitaine général‘commander-in-chief’."
in favour of sb/sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/favour_1#favour_sng_8,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fav/favou/favour__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fav/favou/favour__us_2.mp3,a thing that you do to help somebody,"Middle English (in the noun sense ‘liking, preference’): via Old French from Latinfavor, fromfavere‘show kindness to’ (related tofovere‘cherish’)."
in history,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/history#history_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/his/histo/history__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/his/histo/history__us_2_rr.mp3,all the events that happened in the past,"late Middle English (also as a verb): via Latin from Greekhistoria‘finding out, narrative, history’, fromhistōr‘learned, wise man’, from an Indo-European root shared bywit‘have knowledge’."
in a way that…,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/way_1#way_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/way/way__/way__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/w/way/way__/way__us_1.mp3,"a method, style or manner of doing something","Old Englishweg, of Germanic origin; related to Dutchwegand GermanWeg, from a base meaning ‘move, carry’."
in effect,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/effect_1#effect_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eff/effec/effect__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eff/effec/effect__us_1.mp3,a change that somebody/something causes in somebody/something else; a result,"late Middle English: from Old French, or from Latineffectus, fromefficere‘accomplish’, fromex-‘out, thoroughly’ +facere‘do, make’. Sense (3), ‘personal belongings’, arose from the obsolete sense ‘something acquired on completion of an action’."
in front of,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/front_1#front_sng_16,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fro/front/front__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fro/front/front__us_1.mp3,the part or side of something that faces forward; the side of something that you look at first,"Middle English (denoting the forehead): from Old Frenchfront(noun),fronter(verb), from Latinfrons,front-‘forehead, front’."
in fact,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/fact#fact_sng_10,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fac/fact_/fact__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fac/fact_/fact__us_1.mp3,"a thing that is known to be true, especially when it can be proved","late 15th cent.: from Latinfactum, neuter past participle offacere‘do’. The original sense was ‘an act’, later ‘a crime’, surviving in the phrasebefore (or after) the fact. The earliest of the current senses (‘truth, reality’) dates from the late 16th cent."
in love,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/love_1#love_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lov/love_/love__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lov/love_/love__us_1.mp3,"a very strong feeling of liking and caring for somebody/something, especially a member of your family or a friend","Old Englishlufu, of Germanic origin; from an Indo-European root shared by Sanskritlubhyati‘desires’, Latinlibet‘it is pleasing’,libido‘desire’, also by the nounleaveandlief."
in full,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/full_1#full_sng_15,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/ful/full_/full__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/ful/full_/full__us_1.mp3,containing or holding as much or as many as possible; having no empty space,"Old English, of Germanic origin; related to Dutchvoland Germanvoll."
in particular,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/particular_1#particular_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/par/parti/particular__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/par/parti/particular__us_1.mp3,"used to emphasize that you are referring to one individual person, thing or type of thing and not others","late Middle English: from Old Frenchparticuler, from Latinparticularis‘concerning a small part’, fromparticula‘small part’."
in hospital,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/hospital#hospital_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hos/hospi/hospital__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hos/hospi/hospital__us_2.mp3,a large building where people who are ill or injured are given medical treatment and care,"Middle English (originally meaning a hospice run by the Knights Hospitallers in the 11th century): via Old French from medieval Latinhospitale, neuter of Latinhospitalis‘hospitable’, fromhospes,hospit-‘host, guest’."
in my opinion,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/opinion#opinion_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/opi/opini/opinion__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/o/opi/opini/opinion__us_5.mp3,"your feelings or thoughts about somebody/something, rather than a fact","Middle English: via Old French from Latinopinio(n-), from the stem ofopinari‘think, believe’."
in prison,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/prison#prison_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/priso/prison__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pri/priso/prison__us_2.mp3,"a building where people are kept as a punishment for a crime they have committed, or while they are waiting for trial","late Old English, from Old Frenchprisun, from Latinprensio(n-), variant ofprehensio(n-)‘laying hold of’, from the verbprehendere."
in part,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/part_1#part_sng_20,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/par/part_/part__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/par/part_/part__us_1.mp3,some but not all of a thing,"Old English (denoting a part of speech), from Latinpars,part-. The verb (originally in Middle English in the sense ‘divide into parts’) is from Old Frenchpartir, from Latinpartire,partiri‘divide, share’."
in practice,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/practice_1#practice_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pra/pract/practice__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pra/pract/practice__us_2.mp3,doing an activity or training regularly so that you can improve your skill; the time you spend doing this,"late Middle English: frompractise, on the pattern of pairs such asadvise,advice."
in order to do sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/order_1#order_sng_22,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/ord/order/order__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/o/ord/order/order__us_2.mp3,the way in which people or things are placed or arranged in relation to each other,"Middle English: from Old Frenchordre, from Latinordo,ordin-‘row, series, rank’."
in order of sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/order_1#order_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/ord/order/order__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/o/ord/order/order__us_2.mp3,the way in which people or things are placed or arranged in relation to each other,"Middle English: from Old Frenchordre, from Latinordo,ordin-‘row, series, rank’."
in place,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/place_1#place_sng_27,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pla/place/place__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pla/place/place__us_1.mp3,"a particular position, point or area","Middle English: from Old French, from an alteration of Latinplatea‘open space’, from Greekplateia (hodos)‘broad (way)’."
in relation to sb/sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/relation#relation_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rel/relat/relation__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/rel/relat/relation__us_3.mp3,"the way in which two people, groups or countries behave towards each other or deal with each other","Middle English: from Old French, or from Latinrelatio(n-), fromreferre‘bring back’, fromre-‘back’ +ferre‘bring’."
in public,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/public_2#public_sng_13,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pub/publi/public__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pub/publi/public__us_1.mp3,ordinary people in society in general,"late Middle English: from Old French, from Latinpublicus, blend ofpoplicus‘of the people’ (frompopulus‘people’) andpubes‘adult’."
in other words,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/word_1#word_sng_11,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wor/word_/word__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/w/wor/word_/word__us_1.mp3,a single unit of language that means something and can be spoken or written,"Old English, of Germanic origin; related to Dutchwoordand GermanWort, from an Indo-European root shared by Latinverbum‘word’."
in recent years,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/recent#recent_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rec/recen/recent__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/rec/recen/recent__us_1.mp3,that happened or began only a short time ago,"late Middle English (in the sense ‘fresh’): from Latinrecens,recent-or Frenchrécent."
in line with sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/line_1#line_sng_43,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/line_/line__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lin/line_/line__us_1.mp3,"a long, thin mark on a surface","nounOld Englishlīne‘rope, series’, probably of Germanic origin, from Latinlinea (fibra)‘flax (fibre)’, from Latinlinum‘flax’, reinforced in Middle English by Old Frenchligne, based on Latinlinea."
in spite of sth,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/spite_1#spite_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/spi/spite/spite__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/spi/spite/spite__us_1.mp3,a feeling of wanting to hurt or upset somebody,"Middle English: shortening of Old Frenchdespit‘contempt’,despiter‘show contempt for’."
