word,pos,level,url,uk_audio,us_audio,definition,origin
motor,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/motor_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motor/motor__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motor/motor__us_2.mp3,"a device that uses electricity, petrol, etc. to produce movement and makes a machine, a vehicle, a boat, etc. work","late Middle English (denoting a person who imparts motion): from Latin, literally ‘mover’, based onmovere‘to move’. The current sense of the noun dates from the mid 19th cent."
motorist,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/motorist,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motor/motorist__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motor/motorist__us_1.mp3,a person driving a car,N/A
motion,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/motion_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motio/motion__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motio/motion__us_1.mp3,the act or process of moving or the way something moves,"late Middle English: via Old French from Latinmotio(n-), frommovere‘to move’."
model,verb,B2,https://www.oxfordlearnersdictionaries.com/definition/english/model_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mod/model/model__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mod/model/model__us_2.mp3,"to create a copy or description of an activity, a situation, etc. so that you can study it before dealing with the real thing","late 16th cent. (denoting a set of plans of a building): from Frenchmodelle, from Italianmodello, from an alteration of Latinmodulus‘measure’, diminutive ofmodus."
most,adverb,A1,https://www.oxfordlearnersdictionaries.com/definition/english/most_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mos/most_/most__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mos/most_/most__us_1.mp3,used to form the superlative of most adjectives and adverbs of two or more syllables,"Old Englishmāst, of Germanic origin; related to Dutchmeestand Germanmeist."
mental,adjective,B1,https://www.oxfordlearnersdictionaries.com/definition/english/mental_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/men/menta/mental__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/men/menta/mental__us_1.mp3,connected with or happening in the mind; involving the process of thinking,"late Middle English: from late Latinmentalis, from Latinmens,ment-‘mind’."
mixture,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/mixture,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mix/mixtu/mixture__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mix/mixtu/mixture__us_1.mp3,a combination of different things,"late Middle English: from Frenchmixtureor Latinmixtura, frommiscere‘to mix’."
more,determiner,A1,https://www.oxfordlearnersdictionaries.com/definition/english/more_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mor/more_/more__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mor/more_/more__us_1.mp3,a larger number or amount of,"Old Englishmāra, of Germanic origin; related to Dutchmeerand Germanmehr."
missing,adjective,A2,https://www.oxfordlearnersdictionaries.com/definition/english/missing,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mis/missi/missing__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mis/missi/missing__us_3.mp3,"that cannot be found or that is not in its usual place; that has been removed, lost or destroyed",N/A
mood,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/mood,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/moo/mood_/mood__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/moo/mood_/mood__us_1.mp3,the way you are feeling at a particular time,"senses 1 to 3 Old Englishmōd(also in the senses ‘mind’ and ‘fierce courage’), of Germanic origin; related to Dutchmoedand GermanMut.senses 4 to 5 mid 16th cent.: variant ofmode, influenced bymood‘state of mind’."
mouse,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/mouse_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mou/mouse/mouse__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mou/mouse/mouse__us_1.mp3,"a small animal that is covered in fur and has a long thin tail.Micelive in fields, in people’s houses or where food is stored.","Old Englishmūs, (plural)mȳs, of Germanic origin; related to Dutchmuisand GermanMaus, from an Indo-European root shared by Latin and Greekmus."
month,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/month,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/month/month__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/month/month__us_1.mp3,"any of the twelve periods of time into which the year is divided, for example May or June","Old Englishmōnath, of Germanic origin; related to Dutchmaandand GermanMonat, also tomoon."
message,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/message_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mes/messa/message__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mes/messa/message__us_1.mp3,"a written or spoken piece of information, etc. that you send to somebody or leave for somebody when you cannot speak to them yourself","Middle English: from Old French, based on Latinmissus, past participle ofmittere‘send’."
minimum,adjective,B2,https://www.oxfordlearnersdictionaries.com/definition/english/minimum_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/min/minim/minimum__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/min/minim/minimum__us_2.mp3,the smallest that is possible or allowed; extremely small,"mid 17th cent.: from Latin, neuter ofminimus‘least’."
move,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/move_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mov/move_/move__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mov/move_/move__us_1.mp3,a change of place or position,"Middle English: from Old Frenchmoveir, from Latinmovere."
mostly,adverb,A2,https://www.oxfordlearnersdictionaries.com/definition/english/mostly,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mos/mostl/mostly__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mos/mostl/mostly__us_1.mp3,mainly; generally,N/A
moment,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/moment,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mom/momen/moment__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mom/momen/moment__us_1.mp3,a very short period of time,"late Middle English: from Latinmomentum, frommovimentum, frommovere‘to move’."
movie,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/movie,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mov/movie/movie__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mov/movie/movie__us_1.mp3,"a series of moving pictures recorded with sound that tells a story, watched at a movie theater or on a television or other device",N/A
mind,verb,A2,https://www.oxfordlearnersdictionaries.com/definition/english/mind_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/min/mind_/mind__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/min/mind_/mind__us_1.mp3,"to be upset, annoyed or worried by something","Old Englishgemynd‘memory, thought’, of Germanic origin, from an Indo-European root meaning ‘revolve in the mind, think’, shared by Sanskritmanasand Latinmens‘mind’."
most,pronoun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/many,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/many_/many__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/man/many_/many__us_2.mp3,"used with plural nouns and verbs, especially in negative sentences or in more formal English, to mean ‘a large number of’. Also used in questions to ask about the size of a number, and with ‘as’, ‘so’ and ‘too’.","Old Englishmanig, of Germanic origin; related to Dutchmenigand Germanmanch."
monster,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/monster_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/monst/monster__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/monst/monster__us_1.mp3,"(in stories) an imaginary creature that is very large, ugly and frightening","late Middle English: from Old Frenchmonstre, from Latinmonstrum‘portent or monster’, frommonere‘warn’."
mosque,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/mosque,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mos/mosqu/mosque__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mos/mosqu/mosque__us_1.mp3,a building where Muslims go for prayer,"late Middle English: from Frenchmosquée, via Italian and Spanish from Egyptian Arabicmasgid."
motivate,verb,B2,https://www.oxfordlearnersdictionaries.com/definition/english/motivate,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motiv/motivate__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motiv/motivate__us_1.mp3,to be the reason why somebody does something or behaves in a particular way,N/A
most,determiner,A1,https://www.oxfordlearnersdictionaries.com/definition/english/most_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mos/most_/most__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mos/most_/most__us_1.mp3,the largest in number or amount,"Old Englishmāst, of Germanic origin; related to Dutchmeestand Germanmeist."
much,determiner,A1,https://www.oxfordlearnersdictionaries.com/definition/english/much_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/muc/much_/much__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/muc/much_/much__us_1.mp3,"used with uncountable nouns, especially in negative sentences to mean ‘a large amount of something’, or after ‘how’ to ask about the amount of something. It is also used with ‘as’, ‘so’ and ‘too’.","Middle English: shortened frommuchel, from Old Englishmicel‘great, numerous, much’, of Germanic origin; from an Indo-European root shared by Greekmegas,megal-."
much,adverb,A1,https://www.oxfordlearnersdictionaries.com/definition/english/much_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/muc/much_/much__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/muc/much_/much__us_1.mp3,to a great degree,"Middle English: shortened frommuchel, from Old Englishmicel‘great, numerous, much’, of Germanic origin; from an Indo-European root shared by Greekmegas,megal-."
minister,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/minister_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/min/minis/minister__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/min/minis/minister__us_1.mp3,a senior member of the government who is in charge of a government department or a branch of one,"Middle English (in sense (2); also in the sense ‘a person acting under the authority of another’): from Old Frenchministre(noun),ministrer(verb), from Latinminister‘servant’, fromminus‘less’."
multiple,adjective,B2,https://www.oxfordlearnersdictionaries.com/definition/english/multiple_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mul/multi/multiple__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mul/multi/multiple__us_2.mp3,many in number; involving many different people or things,"mid 17th cent.: from French, from late Latinmultiplus, alteration of Latinmultiplex‘multiple’."
music,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/music,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mus/music/music__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mus/music/music__us_2.mp3,sounds that are arranged in a way that is pleasant or exciting to listen to. People singmusicor play it on instruments.,"Middle English: from Old Frenchmusique, via Latin from Greekmousikē (tekhnē)‘(art) of the Muses’, frommousa‘muse’."
mud,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/mud_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mud/mud__/mud__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mud/mud__/mud__us_2.mp3,wet earth that is soft and sticky,late Middle English: probably from Middle Low Germanmudde.
minute,adjective,C1,https://www.oxfordlearnersdictionaries.com/definition/english/minute2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/min/minut/minute__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/min/minut/minute__us_3.mp3,extremely small,"late Middle English (in the sense ‘lesser’, with reference to a tithe or tax): from Latinminutus‘lessened’, past participle ofminuere."
municipal,adjective,C1,https://www.oxfordlearnersdictionaries.com/definition/english/municipal,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mun/munic/municipal__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mun/munic/municipal__us_1.mp3,"connected with or belonging to a town, city or district that has its own local government","mid 16th cent. (originally relating to the internal affairs of a state as distinct from its foreign relations): from Latinmunicipalis(frommunicipium‘free city’, frommuniceps,municip-‘citizen with privileges’, frommunia‘civic offices’) +capere‘take’."
money,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/money,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/money/money__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/money/money__us_1.mp3,"what you earn by working or selling things, and use to buy things","Middle English: from Old Frenchmoneie, from Latinmoneta‘mint, money’, originally a title of the goddess Juno, in whose temple in Rome money was minted."
mount,verb,B2,https://www.oxfordlearnersdictionaries.com/definition/english/mount_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mou/mount/mount__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mou/mount/mount__us_1.mp3,to organize and begin something,"verbMiddle English: from Old Frenchmunter, based on Latinmons,mont-‘mountain’."
murder,verb,B1,https://www.oxfordlearnersdictionaries.com/definition/english/murder_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mur/murde/murder__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mur/murde/murder__us_2.mp3,to kill somebody deliberately and illegally,"Old Englishmorthor, of Germanic origin; related to Dutchmoordand GermanMord, from an Indo-European root shared by Sanskritmará‘death’ and Latinmors; reinforced in Middle English by Old Frenchmurdre."
my,determiner,A1,https://www.oxfordlearnersdictionaries.com/definition/english/my,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/my_/my__g/my__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/my_/my__u/my__us_1.mp3,of or belonging to the speaker or writer,"Middle Englishmi(originally before words beginning with any consonant excepth-), reduced frommin, from Old Englishmīn, of Germanic origin."
mountain,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/mountain,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mou/mount/mountain__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mou/mount/mountain__us_5.mp3,"a very high hill, often with rocks near the top","Middle English: from Old Frenchmontaigne, based on Latinmons,mont-‘mountain’."
musician,noun,A2,https://www.oxfordlearnersdictionaries.com/definition/english/musician,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mus/music/musician__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mus/music/musician__us_2.mp3,"a person who plays a musical instrument or writes music, especially as a job","late Middle English: from Old Frenchmusicien, from Latinmusica, from Greekmousikē (tekhnē)‘(art) of the Muses’, frommousa‘muse’."
mutual,adjective,C1,https://www.oxfordlearnersdictionaries.com/definition/english/mutual,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mut/mutua/mutual__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mut/mutua/mutual__us_1.mp3,"used to describe feelings that two or more people have for each other equally, or actions that affect two or more people equally","late 15th cent.: from Old Frenchmutuel, from Latinmutuus‘mutual, borrowed’; related tomutare‘to change’."
mix,verb,B1,https://www.oxfordlearnersdictionaries.com/definition/english/mix_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mix/mix__/mix__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mix/mix__/mix__us_1.mp3,"if two or more substances or thingsmixor youmixthem, they combine, usually in a way that means they cannot easily be separated",late Middle English: back-formation frommixed(taken as a past participle).
mum,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/mum_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mum/mum_1/mum_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mum/mum__/mum__us_1.mp3,a mother,nounmid 17th cent.: abbreviation ofmummy‘mother’.
monument,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/monument,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/monum/monument__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/monum/monument__us_1.mp3,"a building, column, statue, etc. built to remind people of a famous person or event","Middle English (denoting a burial place): via French from Latinmonumentum, frommonere‘remind’."
mother,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/mother_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/mothe/mother__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/mothe/mother__us_1.mp3,a female parent of a child or animal; a person who is acting as a mother to a child,"Old Englishmōdor, of Germanic origin; related to Dutchmoederand GermanMutter, from an Indo-European root shared by Latinmaterand Greekmētēr."
national,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/national_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nat/natio/national__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nat/natio/national__us_3.mp3,a citizen of a particular country,"late 16th cent.: from French, from Latinnatio(n-)‘birth, race of people’, fromnat-‘born’, from the verbnasci."
musical,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/musical_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mus/music/musical__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mus/music/musical__us_3.mp3,a play or film in which part or all of the story is told using songs and often dancing,"late Middle English: from Old French, from medieval Latinmusicalis, from Latinmusica, from Greekmousikē (tekhnē)‘(art) of the Muses’, frommousa‘muse’."
monitor,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/monitor_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/monit/monitor__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/monit/monitor__us_1.mp3,a screen that shows information from a computer; a television screen used to show particular kinds of information,"early 16th cent. (in sense (3)): from Latin, frommonit-‘warned’, from the verbmonere. Sense (2) dates from the 1930s."
mysterious,adjective,B2,https://www.oxfordlearnersdictionaries.com/definition/english/mysterious,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mys/myste/mysterious__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mys/myste/mysterious__us_2.mp3,difficult to understand or explain; strange,"late 16th cent.: from Frenchmystérieux, frommystère‘mystery’."
namely,adverb,C1,https://www.oxfordlearnersdictionaries.com/definition/english/namely,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nam/namel/namely__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nam/namel/namely__us_1.mp3,used to introduce more exact and detailed information about something that you have just mentioned,N/A
missile,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/missile,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mis/missi/missile__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mis/missi/missile__us_1.mp3,a weapon that is sent through the air and that explodes when it hits the thing that it is aimed at,"early 17th cent. (as an adjective in the sense ‘suitable for throwing (at a target)’): from Latinmissile, neuter (used as a noun) ofmissilis, frommiss-‘sent’, from the verbmittere."
naval,adjective,C1,https://www.oxfordlearnersdictionaries.com/definition/english/naval,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nav/naval/naval__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nav/naval/naval__us_1.mp3,connected with thenavyof a country,"late Middle English: from Latinnavalis, fromnavis‘ship’."
move,verb,A1,https://www.oxfordlearnersdictionaries.com/definition/english/move_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mov/move_/move__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mov/move_/move__us_1.mp3,"to change position or make somebody/something change position in a way that can be seen, heard or felt","Middle English: from Old Frenchmoveir, from Latinmovere."
mobility,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/mobility,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mob/mobil/mobility__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mob/mobil/mobility__us_1.mp3,"the ability to move easily from one place, social class or job to another",N/A
muscle,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/muscle_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mus/muscl/muscle__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mus/muscl/muscle__us_2.mp3,a piece of bodytissuethat you make tight and relax in order to move a particular part of the body; thetissuethat forms themusclesof the body,"late Middle English: from French, from Latinmusculus, diminutive ofmus‘mouse’ (some muscles being thought to be mouse-like in form)."
moon,noun,A2,https://www.oxfordlearnersdictionaries.com/definition/english/moon_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/moo/moon_/moon_1_gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/moo/moon_/moon__us_1.mp3,the round object that moves around the earth once every 27½ days and shines at night by light reflected from the sun,"Old Englishmōna, of Germanic origin; related to Dutchmaanand GermanMond, also tomonth, from an Indo-European root shared by Latinmensisand Greekmēn‘month’, and also Latinmetiri‘to measure’ (the moon being used to measure time)."
native,adjective,B1,https://www.oxfordlearnersdictionaries.com/definition/english/native_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nat/nativ/native__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nat/nativ/native__us_2.mp3,connected with the place where you were born and lived for the first years of your life,"late Middle English: from Latinnativus, fromnat-‘born’, from the verbnasci."
near,adverb,A1,https://www.oxfordlearnersdictionaries.com/definition/english/near_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nea/near_/near__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nea/near_/near__us_1.mp3,at a short distance away,"Middle English: from Old Norsenær‘nearer’, comparative ofná, corresponding to Old Englishnēah‘nigh’."
nature,noun,A2,https://www.oxfordlearnersdictionaries.com/definition/english/nature_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nat/natur/nature__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nat/natur/nature__us_1.mp3,"all the plants, animals and things that exist in the universe that are not made by people","Middle English (denoting the physical power of a person): from Old French, from Latinnatura‘birth, nature, quality’, fromnat-‘born’, from the verbnasci."
mobile,noun,A2,https://www.oxfordlearnersdictionaries.com/definition/english/mobile_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mob/mobil/mobile__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mob/mobil/mobile__us_7.mp3,a mobile phone,"late 15th cent.: via French from Latinmobilis, frommovere‘to move’. The noun dates from the 1940s."
narrow,verb,B2,https://www.oxfordlearnersdictionaries.com/definition/english/narrow_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nar/narro/narrow__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nar/narro/narrow__us_2.mp3,to become or make something less wide,"Old Englishnearu, of Germanic origin; related to Dutchnaar‘dismal, unpleasant’ and GermanNarbe‘scar’. Early senses in English included ‘constricted’ and ‘mean’."
momentum,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/momentum,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mom/momen/momentum__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mom/momen/momentum__us_1_rr.mp3,the ability to keep increasing or developing,"late 17th cent.: from Latin, frommovimentum, frommovere‘to move’."
murder,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/murder_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mur/murde/murder__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mur/murde/murder__us_2.mp3,the crime of killing somebody deliberately,"Old Englishmorthor, of Germanic origin; related to Dutchmoordand GermanMord, from an Indo-European root shared by Sanskritmará‘death’ and Latinmors; reinforced in Middle English by Old Frenchmurdre."
nearly,adverb,A2,https://www.oxfordlearnersdictionaries.com/definition/english/nearly,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nea/nearl/nearly__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nea/nearl/nearly__us_2.mp3,almost; not quite; not completely,N/A
need,modal verb,B1,https://www.oxfordlearnersdictionaries.com/definition/english/need_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nee/need_/need__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nee/need_/need__us_1.mp3,used to state that something is/was not necessary or that only very little is/was necessary; used to ask if something is/was necessary,"Old Englishnēodian(verb),nēod,nēd(noun), of Germanic origin; related to Dutchnoodand GermanNot‘danger’."
nation,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/nation,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nat/natio/nation__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nat/natio/nation__us_2.mp3,"a country considered as a group of people with the same language, culture and history, who live in a particular area under one government","Middle English: via Old French from Latinnatio(n-), fromnat-‘born’, from the verbnasci."
narrative,adjective,B1,https://www.oxfordlearnersdictionaries.com/definition/english/narrative_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nar/narra/narrative__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nar/narra/narrative__us_1.mp3,describing events or telling a story,"late Middle English (as an adjective): from Frenchnarratif,-ive, from late Latinnarrativus‘telling a story’, from the verbnarrare(fromgnarus‘knowing’)."
motorcycle,noun,A2,https://www.oxfordlearnersdictionaries.com/definition/english/motorcycle,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motor/motorcycle__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motor/motorcycle__us_1.mp3,"a road vehicle with two wheels, driven by an engine, with one seat for the driver and often a seat for a passenger behind the driver",N/A
moving,adjective,B2,https://www.oxfordlearnersdictionaries.com/definition/english/moving,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mov/movin/moving__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mov/movin/moving__us_1.mp3,"causing strong, often sad, feelings about somebody/something",N/A
motivation,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/motivation,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motiv/motivation__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motiv/motivation__us_1.mp3,the reason why somebody does something or behaves in a particular way,"Late 19th century: frommotive, reinforced bymotivate."
